"disp_event","sp_dispersal","n_seeds","feed_datetime","feed_east","feed_north","id_feedtree","def_datetime"
"SDM79","Celtis iguanaea",5,2019-05-20 11:45:00,781937.266108212,7407963.19271132,"AG 167",2019-05-20 12:59:00
"SDJ1","Celtis iguanaea",5,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:36:00
"SDJ2","Pereskia aculeata",5,2019-06-10 10:14:00,782027.742789343,7407442.75872552,"AG 171-Z",2019-06-11 07:36:00
"SDJ3","Celtis iguanaea",1,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:37:00
"SDJ4","Celtis iguanaea",3,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:43:00
"SDJ5","Celtis iguanaea",2,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:48:00
"SDJ6","Celtis iguanaea",6,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:52:00
"SDJ7","Celtis iguanaea",3,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:55:00
"SDJ8","Celtis iguanaea",1,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:55:00
"SDJ9","Celtis iguanaea",4,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 07:58:00
"SDJ10","Celtis iguanaea",3,2019-06-10 15:59:00,781970.579031846,7407892.28485961,"AG 152",2019-06-11 08:42:00
"SDJ11","Celtis iguanaea",7,2019-06-11 08:07:00,781897.188481099,7407900.23037001,"AG 65",2019-06-11 09:03:00
"SDJ12","Celtis iguanaea",4,2019-06-11 08:07:00,781911.884942546,7407908.82097278,"AG 23",2019-06-11 09:13:00
"SDJ13","Celtis iguanaea",6,2019-06-11 08:46:00,781849.668448401,7407955.89565202,"AG 178",2019-06-11 09:48:00
"SDJ14","Celtis iguanaea",2,2019-06-11 08:46:00,781849.668448401,7407955.89565202,"AG 178",2019-06-11 09:50:00
"SDJ15","Cissus sulcicaulis",4,2019-06-11 12:14:00,781844.554817197,7408137.5395317,"AG 180",2019-06-12 07:21:00
"SDJ16","Pereskia aculeata",22,2019-06-11 14:03:00,781607.133162984,7408029.81217488,"AG 181",2019-06-12 07:24:00
"SDJ17","Cissus sulcicaulis",3,2019-06-11 12:14:00,781844.554817197,7408137.5395317,"AG 180",2019-06-12 07:24:00
"SDJ18","Cissus sulcicaulis",3,2019-06-11 12:14:00,781844.554817197,7408137.5395317,"AG 180",2019-06-12 07:26:00
"SDJ19","Pereskia aculeata",5,2019-06-11 14:03:00,781607.133162984,7408029.81217488,"AG 181",2019-06-12 07:26:00
"SDJ20","Pereskia aculeata",6,2019-06-11 14:03:00,781607.133162984,7408029.81217488,"AG 181",2019-06-12 07:26:00
"SDJ21","Pereskia aculeata",13,2019-06-11 14:03:00,781607.133162984,7408029.81217488,"AG 181",2019-06-12 07:32:00
"SDJ22","Pereskia aculeata",3,2019-06-12 08:42:00,781648.578475705,7407939.79379625,"AG 182",2019-06-12 10:11:00
"SDJ23","Pereskia aculeata",2,2019-06-12 08:42:00,781648.578475705,7407939.79379625,"AG 182",2019-06-12 12:06:00
"SDJ24","Celtis iguanaea",7,2019-06-12 12:09:00,781863.472843977,7407902.21363497,"AG 186",2019-06-12 13:13:00
"SDJ25","Celtis iguanaea",6,2019-06-12 12:30:00,781863.53556654,7407921.16412519,"AG 77",2019-06-12 13:32:00
"SDJ26","Celtis iguanaea",7,2019-06-12 12:50:00,781866.889971211,7407936.05687977,"AG 187",2019-06-12 13:44:00
"SDJ27","Celtis iguanaea",4,2019-06-12 12:53:00,781867.59861166,7407946.57507716,"AG 106",2019-06-12 14:15:00
"SDJ28","Celtis iguanaea",9,2019-06-12 12:53:00,781867.59861166,7407946.57507716,"AG 106",2019-06-12 14:17:00
"SDJ29","Celtis iguanaea",6,2019-06-12 12:53:00,781867.59861166,7407946.57507716,"AG 106",2019-06-12 14:30:00
"SDJ30","Celtis iguanaea",9,2019-06-12 12:53:00,781867.59861166,7407946.57507716,"AG 106",2019-06-12 14:36:00
"SDJ31","Celtis iguanaea",8,2019-06-12 12:53:00,781867.59861166,7407946.57507716,"AG 106",2019-06-12 14:42:00
"SDJ32","Celtis iguanaea",4,2019-06-12 15:05:00,781867.59861166,7407946.57507716,"AG 106",2019-06-13 07:23:00
"SDJ33","Celtis iguanaea",3,2019-06-12 15:05:00,781867.59861166,7407946.57507716,"AG 106",2019-06-13 07:23:00
"SDJ34","Celtis iguanaea",8,2019-06-12 15:05:00,781867.59861166,7407946.57507716,"AG 106",2019-06-13 07:26:00
"SDJ35","Celtis iguanaea",10,2019-06-12 15:05:00,781867.59861166,7407946.57507716,"AG 106",2019-06-13 08:08:00
"SDJ36","Celtis iguanaea",1,2019-06-12 15:05:00,781867.59861166,7407946.57507716,"AG 106",2019-06-13 08:25:00
"SDJ37","Celtis iguanaea",4,2019-06-13 13:40:00,781960.127543418,7408008.64777877,"AG 193-Y",2019-06-13 14:28:00
"SDJ38","Celtis iguanaea",3,2019-06-13 14:21:00,781960.127543418,7408008.64777877,"AG 193-Y",2019-06-13 15:32:00
"SDJ39","Celtis iguanaea",2,2019-06-13 14:21:00,781960.127543418,7408008.64777877,"AG 193-Y",2019-06-13 15:34:00
"SDJ40","Celtis iguanaea",3,2019-06-13 14:58:00,781925.38440224,7407924.74575223,"AG 153-Y",2019-06-13 15:52:00
"SDJ41","Celtis iguanaea",7,2019-06-13 14:58:00,781925.38440224,7407924.74575223,"AG 153-Y",2019-06-13 15:54:00
"SDJ42","Celtis iguanaea",6,2019-06-13 15:02:00,781897.188481099,7407900.23037001,"AG 65",2019-06-13 16:00:00
"SDJ43","Celtis iguanaea",6,2019-06-13 15:02:00,781897.188481099,7407900.23037001,"AG 65",2019-06-13 16:00:00
"SDJ44","Celtis iguanaea",3,2019-06-13 15:02:00,781897.188481099,7407900.23037001,"AG 65",2019-06-13 16:22:00
"SDJ45","Celtis iguanaea",2,2019-06-13 15:02:00,781897.188481099,7407900.23037001,"AG 65",2019-06-14 07:11:00
"SDJ46","Celtis iguanaea",1,2019-06-13 15:02:00,781897.188481099,7407900.23037001,"AG 65",2019-06-14 07:11:00
"SDJ47","Celtis iguanaea",1,2019-06-13 15:02:00,781897.188481099,7407900.23037001,"AG 65",2019-06-14 09:29:00
"SDJ48","Pereskia aculeata",2,2019-06-14 07:26:00,782008.809434638,7407853.42661364,"AG 194-Z",2019-06-14 10:28:00
"SDJ49","Pereskia aculeata",1,2019-06-14 07:26:00,782008.809434638,7407853.42661364,"AG 194-Z",2019-06-14 10:36:00
"SDJ50","Pereskia aculeata",6,2019-06-14 08:47:00,782027.742789343,7407442.75872552,"AG 171-Z",2019-06-14 12:38:00
"SDJ51","Pereskia aculeata",2,2019-06-14 08:47:00,782027.742789343,7407442.75872552,"AG 171-Z",2019-06-14 13:03:00
"SDJ52","Celtis iguanaea",4,2019-06-14 16:02:00,781986.388623409,7407884.22483359,"AG 96-Y",2019-06-15 06:58:00
"SDJ53","Celtis iguanaea",2,2019-06-14 16:02:00,781986.388623409,7407884.22483359,"AG 96-Y",2019-06-15 07:06:00
"SDJ54","Celtis iguanaea",1,2019-06-14 16:29:00,781970.579031846,7407892.28485961,"AG 152-Y",2019-06-15 07:17:00
"SDJ55","Pereskia aculeata",6,2019-06-15 12:42:00,782019.064342611,7407438.15919278,"AG 201-Z",2019-06-15 13:38:00
"SDJ56","Pereskia aculeata",2,2019-06-15 14:09:00,782019.064342611,7407438.15919278,"AG 201-Z",2019-06-15 14:52:00
"SDJ57","Celtis iguanaea",4,2019-06-17 07:32:00,781882.970580149,7407900.06595431,"AG 156",2019-06-17 08:37:00
"SDJ58","Celtis iguanaea",3,2019-06-17 07:32:00,781882.970580149,7407900.06595431,"AG 156",2019-06-17 08:40:00
"SDJ59","Celtis iguanaea",2,2019-06-17 07:32:00,781882.970580149,7407900.06595431,"AG 156",2019-06-17 08:47:00
"SDJ60","Celtis iguanaea",5,2019-06-17 08:08:00,781867.167573686,7407897.26562816,"AG 125",2019-06-17 08:56:00
"SDJ61","Celtis iguanaea",4,2019-06-17 08:14:00,781863.472843977,7407902.21363497,"AG 186",2019-06-17 09:38:00
"SDJ62","Celtis iguanaea",1,2019-06-17 08:14:00,781863.472843977,7407902.21363497,"AG 186",2019-06-17 09:46:00
"SDJ63","Celtis iguanaea",3,2019-06-17 09:06:00,781723.096721547,7407889.04226809,"AG 204",2019-06-17 10:14:00
"SDJ64","Celtis iguanaea",2,2019-06-17 09:28:00,781731.311192577,7407937.49054384,NA,2019-06-17 10:35:00
"SDJ65","Pereskia aculeata",1,2019-06-17 09:56:00,781697.85437225,7408008.12179571,"AG 205",2019-06-17 10:35:00
"SDJ66","Celtis iguanaea",1,2019-06-17 09:28:00,781731.311192577,7407937.49054384,NA,2019-06-17 10:42:00
"SDJY1","Pereskia aculeata",1,2019-07-11 10:57:00,781876.803981043,7407700.68025718,NA,2019-07-11 12:19:00
"SDJY2","Pereskia aculeata",7,2019-07-11 14:04:00,781648.578475705,7407939.79379625,NA,2019-07-11 14:44:00
"SDJY3","Pereskia aculeata",4,2019-07-11 14:35:00,781648.741711125,7407959.07170565,NA,2019-07-11 15:14:00
"SDJY4","Pereskia aculeata",1,2019-07-11 15:37:00,781740.575662959,7407984.80392251,NA,2019-07-11 16:04:00
"SDJY5","Pereskia aculeata",13,2019-07-11 15:55:00,781730.307948736,7407966.60612709,NA,2019-07-12 07:41:00
"SDJY6","Pereskia aculeata",5,2019-07-12 07:50:00,781710.299731171,7408033.04108994,NA,2019-07-12 08:54:00
"SDJY7","Pereskia aculeata",14,2019-07-12 09:28:00,781697.295873598,7408160.42393924,NA,2019-07-12 10:36:00
"SDJY8","Pereskia aculeata",2,2019-07-12 12:28:00,781776.554129083,7408058.04553478,NA,2019-07-12 13:04:00
"SDJY9","Pereskia aculeata",2,2019-07-12 12:28:00,781776.554129083,7408058.04553478,NA,2019-07-12 13:34:00
"SDJY10","Pereskia aculeata",10,2019-07-12 12:28:00,781776.554129083,7408058.04553478,NA,2019-07-12 13:58:00
"SDJY11","Pereskia aculeata",7,2019-07-12 12:28:00,781776.554129083,7408058.04553478,NA,2019-07-12 13:54:00
"SDJY12","Pereskia aculeata",2,2019-07-12 12:28:00,781776.554129083,7408058.04553478,NA,2019-07-12 14:14:00
"SDJY13","Pereskia aculeata",1,2019-07-12 16:37:00,782034.036694192,7408027.73539504,NA,2019-07-13 07:50:00
"SDJY14","Celtis iguanaea",1,2019-07-12 16:37:00,782034.036694192,7408027.73539504,NA,2019-07-13 07:56:00
"SDJY15","Pereskia aculeata",12,2019-07-13 11:32:00,781831.914571963,7407904.48067713,NA,2019-07-13 13:12:00
"SDJY16","Celtis iguanaea",11,2019-07-13 12:34:00,781863.53556654,7407921.16412519,NA,2019-07-13 13:12:00
"SDJY17","Celtis iguanaea",1,2019-07-13 12:34:00,781863.53556654,7407921.16412519,NA,2019-07-13 13:24:00
"SDJY18","Celtis iguanaea",3,2019-07-13 12:34:00,781863.53556654,7407921.16412519,NA,2019-07-13 13:30:00
"SDJY19","Pereskia aculeata",1,2019-07-13 11:32:00,781831.914571963,7407904.48067713,NA,2019-07-13 13:39:00
"SDJY20","Celtis iguanaea",5,2019-07-13 12:34:00,781863.53556654,7407921.16412519,NA,2019-07-13 13:39:00
"SDJY21","Celtis iguanaea",2,2019-07-13 13:12:00,781859.258927552,7407954.38358365,"166",2019-07-13 13:50:00
"SDJY22","Celtis iguanaea",4,2019-07-13 13:12:00,781859.258927552,7407954.38358365,"166",2019-07-13 13:53:00
"SDJY23","Pereskia aculeata",10,2019-07-15 10:45:00,781843.688057078,7407638.13268038,NA,2019-07-15 11:32:00
"SDJY24","Pereskia aculeata",1,2019-07-15 10:45:00,781843.688057078,7407638.13268038,NA,2019-07-15 11:35:00
"SDJY25","Pereskia aculeata",3,2019-07-15 11:05:00,781883.225681506,7407630.39884995,NA,2019-07-15 12:04:00
"SDJY26","Pereskia aculeata",4,2019-07-15 12:05:00,782070.472502216,7407735.43171206,NA,2019-07-15 12:59:00
"SDJY27","Pereskia aculeata",10,2019-07-15 12:25:00,782098.052601343,7407727.80565201,NA,2019-07-15 13:10:00
"SDJY28","Pereskia aculeata",1,2019-07-17 11:17:00,781613.370203109,7408120.57718503,NA,2019-07-17 12:12:00
"SDJY29","Pereskia aculeata",7,2019-07-17 11:17:00,781613.370203109,7408120.57718503,NA,2019-07-17 12:13:00
"SDJY30","Pereskia aculeata",13,2019-07-17 12:33:00,781639.745164702,7408162.40737087,NA,2019-07-17 13:11:00
"SDJY31","Pereskia aculeata",2,2019-07-17 12:33:00,781639.745164702,7408162.40737087,NA,2019-07-17 13:33:00
"SDJY32","Pereskia aculeata",3,2019-07-17 14:15:00,781881.668302705,7408195.23559569,NA,2019-07-17 15:43:00
"SDJY33","Pereskia aculeata",6,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:01:00
"SDJY34","Pereskia aculeata",5,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:02:00
"SDJY35","Pereskia aculeata",2,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:09:00
"SDJY36","Pereskia aculeata",23,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:12:00
"SDJY37","Pereskia aculeata",13,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:14:00
"SDJY38","Pereskia aculeata",7,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:15:00
"SDJY39","Pereskia aculeata",8,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:15:00
"SDJY40","Pereskia aculeata",7,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:16:00
"SDJY41","Pereskia aculeata",2,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:16:00
"SDJY42","Pereskia aculeata",4,2019-07-17 15:36:00,781956.506891225,7408097.15838945,"243",2019-07-18 08:23:00
"SDJY43","Pereskia aculeata",7,2019-07-18 08:19:00,782069.517982655,7407968.42615263,NA,2019-07-18 09:39:00
"SDJY44","Pereskia aculeata",3,2019-07-18 15:21:00,781931.754948092,7407830.30188603,NA,2019-07-18 16:07:00
"SDJY45","Pereskia aculeata",7,2019-07-18 16:02:00,782001.304748496,7407723.45341641,NA,2019-07-19 07:55:00
"SDJY46","Celtis iguanaea",3,2019-07-18 14:49:00,781867.167573686,7407897.26562816,NA,2019-07-19 08:03:00
"SDJY47","Pereskia aculeata",2,2019-07-18 16:02:00,782001.304748496,7407723.45341641,NA,2019-07-19 08:03:00
"SDJY48","Celtis iguanaea",6,2019-07-18 14:49:00,781867.167573686,7407897.26562816,NA,2019-07-19 08:04:00
"SDJY49","Pereskia aculeata",1,2019-07-18 16:02:00,782001.304748496,7407723.45341641,NA,2019-07-19 08:04:00
"SDJY50","Pereskia aculeata",23,2019-07-19 10:51:00,782206.418164373,7407447.76046946,NA,2019-07-19 12:14:00
"SDJY51","Pereskia aculeata",7,2019-07-19 10:51:00,782206.418164373,7407447.76046946,NA,2019-07-19 12:37:00
"SDJY52","Pereskia aculeata",6,2019-07-19 11:50:00,782275.716921186,7407476.90323089,NA,2019-07-19 13:01:00
"SDJY53","Pereskia aculeata",11,2019-07-19 11:50:00,782275.716921186,7407476.90323089,NA,2019-07-19 13:10:00
"SDJY54","Pereskia aculeata",19,2019-07-19 12:46:00,782300.205974005,7407570.09623037,NA,2019-07-19 13:37:00
"SDJY55","Pereskia aculeata",5,2019-07-19 14:32:00,782334.145817539,7407595.93137208,NA,2019-07-19 15:24:00
"SDJY56","Pereskia aculeata",13,2019-07-19 15:24:00,782278.679033014,7407588.90338723,NA,2019-07-20 07:32:00
"SDJY57","Pereskia aculeata",32,2019-07-19 15:24:00,782278.679033014,7407588.90338723,NA,2019-07-20 07:33:00
"SDJY58","Pereskia aculeata",4,2019-07-19 15:24:00,782278.679033014,7407588.90338723,NA,2019-07-20 07:34:00
"SDJY59","Pereskia aculeata",1,2019-07-20 08:16:00,781946.988716423,7407680.2730873,NA,2019-07-20 11:21:00
"SDJY60","Pereskia aculeata",4,2019-07-20 14:48:00,781673.491213811,7408161.98483571,NA,2019-07-20 15:56:00
"SDJY61","Pereskia aculeata",4,2019-07-20 15:12:00,781697.295873598,7408160.42393924,NA,2019-07-20 16:13:00
"SDAU1","Pereskia aculeata",1,2019-08-11 09:48:00,781749.125135305,7407897.0817396,NA,2019-08-11 10:37:00
"SDAU2","Pereskia aculeata",1,2019-08-11 10:39:00,781843.185707768,7408017.64059812,NA,2019-08-11 11:12:00
"SDAU3","Pereskia aculeata",7,2019-08-11 11:35:00,781768.283530352,7408048.33778939,NA,2019-08-11 12:59:00
"SDAU4","Pereskia aculeata",2,2019-08-11 13:50:00,781702.413157045,7408176.9459027,NA,2019-08-11 15:13:00
"SDAU5","Pereskia aculeata",2,2019-08-11 13:50:00,781702.413157045,7408176.9459027,NA,2019-08-11 15:55:00
"SDAU6","Pereskia aculeata",4,2019-08-11 14:36:00,781699.397827926,7408200.83251227,NA,2019-08-11 16:32:00
"SDAU7","Pereskia aculeata",6,2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 07:08:00
"SDAU8","Pereskia aculeata",1,2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 07:09:00
"SDAU9","Pereskia aculeata",10,2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 07:54:00
"SDAU10","Pereskia aculeata",1,2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 08:31:00
"SDAU11","Pereskia aculeata",12,2019-08-12 08:38:00,782052.157422178,7407809.59214354,NA,2019-08-12 10:30:00
"SDAU12","Pereskia aculeata",10,2019-08-12 09:50:00,781956.329991807,7407692.61717627,NA,2019-08-12 12:14:00
"SDAU13","Pereskia aculeata",1,2019-08-12 09:50:00,781956.329991807,7407692.61717627,NA,2019-08-12 13:02:00
"SDAU14","Pereskia aculeata",8,2019-08-12 13:15:06,781842.688750496,7407553.69599616,NA,2019-08-12 14:04:00
"SDAU15","Pereskia aculeata",7,2019-08-12 14:35:06,781965.50246167,7407493.38346377,NA,2019-08-12 15:50:00
"SDAU16","Pereskia aculeata",1,2019-08-12 14:45:06,781965.50246167,7407493.38346377,NA,2019-08-12 15:53:00
"SDAU17","Pereskia aculeata",3,2019-08-12 14:45:06,781965.50246167,7407493.38346377,NA,2019-08-12 15:53:00
"SDAU18","Pereskia aculeata",10,2019-08-12 15:20:06,782027.742789343,7407442.75872552,NA,2019-08-12 16:16:00
"SDAU19","Pereskia aculeata",4,2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:11:00
"SDAU20","Pereskia aculeata",12,2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:20:00
"SDAU21","Pereskia aculeata",5,2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:21:00
"SDAU22","Pereskia aculeata",10,2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:21:00
"SDAU23","Pereskia aculeata",4,2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:22:00
"SDAU24","Pereskia aculeata",5,2019-08-13 09:46:00,781965.50246167,7407493.38346377,NA,2019-08-13 11:31:00
"SDAU25","Pereskia aculeata",2,2019-08-13 09:46:00,781965.50246167,7407493.38346377,NA,2019-08-13 11:32:00
"SDAU26","Pereskia aculeata",2,2019-08-13 09:46:00,781965.50246167,7407493.38346377,NA,2019-08-13 11:35:00
"SDAU27","Pereskia aculeata",1,2019-08-13 11:13:00,782088.683237315,7407447.35087336,NA,2019-08-13 13:35:00
"SDAU28","Pereskia aculeata",1,2019-08-13 13:03:00,782206.418164373,7407447.76046946,NA,2019-08-13 14:15:00
"SDAU29","Pereskia aculeata",1,2019-08-13 13:03:00,782206.418164373,7407447.76046946,NA,2019-08-13 14:22:00
"SDAU30","Pereskia aculeata",1,2019-08-13 13:03:00,782206.418164373,7407447.76046946,NA,2019-08-13 15:58:00
"SDAU31","Pereskia aculeata",1,2019-08-13 15:44:00,782238.607352973,7407627.3522585,NA,2019-08-14 07:47:00
"SDAU32","Pereskia aculeata",1,2019-08-14 07:49:00,781989.33879559,7407547.2365559,NA,2019-08-14 09:45:00
"SDAU33","Pereskia aculeata",5,2019-08-14 08:43:00,781828.217365046,7407668.7980168,NA,2019-08-14 10:05:00
"SDAU34","Pereskia aculeata",2,2019-08-14 09:24:00,781739.572187918,7407745.09375317,NA,2019-08-14 10:42:00
"SDAU35","Pereskia aculeata",4,2019-08-14 09:58:00,781736.085149301,7407771.6463793,NA,2019-08-14 11:47:00
"SDAU36","Pereskia aculeata",7,2019-08-14 12:03:00,782029.406853284,7407791.41069885,NA,2019-08-14 14:45:00
"SDAU37","Pereskia aculeata",2,2019-08-14 15:32:00,781828.217365046,7407668.7980168,NA,2019-08-15 07:57:00
"SDAU38","Celtis iguanaea",6,2019-08-14 13:52:00,781988.923642377,7407893.9308381,NA,2019-08-15 07:57:00
"SDAU39","Celtis iguanaea",6,2019-08-14 14:07:00,781970.579031846,7407892.28485961,NA,2019-08-15 07:57:00
"SDAU40","Celtis iguanaea",5,2019-08-14 14:07:00,781970.579031846,7407892.28485961,NA,2019-08-15 07:58:00
"SDAU41","Pereskia aculeata",2,2019-08-14 15:32:00,781828.217365046,7407668.7980168,NA,2019-08-15 08:04:00
"SDAU42","Pereskia aculeata",2,2019-08-14 15:32:00,781828.217365046,7407668.7980168,NA,2019-08-15 08:06:00
"SDAU43","Pereskia aculeata",6,2019-08-15 08:09:00,781736.117008285,7407666.24100749,NA,2019-08-15 08:59:00
"SDAU44","Pereskia aculeata",12,2019-08-15 09:23:00,781719.080221152,7407748.58876782,NA,2019-08-15 10:35:00
"SDAU45","Pereskia aculeata",10,2019-08-15 09:36:00,781703.058853059,7407777.37858373,NA,2019-08-15 10:43:00
"SDAU46","Pereskia aculeata",6,2019-08-15 10:06:00,781666.778461063,7407821.84736701,NA,2019-08-15 11:53:00
"SDAU47","Pereskia aculeata",1,2019-08-15 10:54:00,781640.797144416,7407928.75238745,NA,2019-08-15 12:06:00
"SDAU48","Pereskia aculeata",15,2019-08-15 10:54:00,781640.797144416,7407928.75238745,NA,2019-08-15 12:20:00
"SDAU49","Pereskia aculeata",1,2019-08-15 11:30:00,781648.578475705,7407939.79379625,NA,2019-08-15 12:42:00
"SDAU50","Pereskia aculeata",1,2019-08-15 11:30:00,781648.578475705,7407939.79379625,NA,2019-08-15 12:58:00
"SDAU51","Pereskia aculeata",2,2019-08-15 11:30:00,781648.578475705,7407939.79379625,NA,2019-08-15 13:22:00
"SDAU52","Pereskia aculeata",1,2019-08-15 14:12:00,781686.457991498,7408069.84911347,NA,2019-08-15 15:22:00
"SDAU53","Pereskia aculeata",5,2019-08-15 14:56:00,781768.283530352,7408048.33778939,NA,2019-08-15 15:54:00
"SDAU54","Pereskia aculeata",11,2019-08-15 15:13:00,781768.283530352,7408048.33778939,NA,2019-08-15 16:01:00
"SDAU55","Pereskia aculeata",7,2019-08-19 13:03:00,781843.185707768,7408017.64059812,NA,2019-08-20 07:11:00
"SDAU56","Celtis iguanaea",1,2019-08-20 07:30:00,781867.167573686,7407897.26562816,NA,2019-08-20 10:05:00
"SDAU57","Pereskia aculeata",9,2019-08-20 09:09:00,781788.826449916,7407790.80567051,NA,2019-08-20 10:05:00
"SDAU58","Pereskia aculeata",5,2019-08-20 09:09:00,781788.826449916,7407790.80567051,NA,2019-08-20 10:09:00
"SDAU59","Pereskia aculeata",22,2019-08-20 10:24:00,781719.080221152,7407748.58876782,NA,2019-08-20 10:51:00
"SDAU60","Pereskia aculeata",3,2019-08-20 10:34:00,781788.826449916,7407790.80567051,NA,2019-08-20 11:15:00
"SDAU61","Pereskia aculeata",5,2019-08-20 11:01:00,781717.669067175,7407733.98396522,NA,2019-08-20 11:37:00
"SDAU62","Pereskia aculeata",9,2019-08-20 11:19:00,781697.615186766,7407701.23014468,NA,2019-08-20 12:08:00
"SDAU63","Pereskia aculeata",19,2019-08-20 14:54:00,781918.790366435,7407591.14552333,NA,2019-08-20 15:53:00
"SDAU64","Pereskia aculeata",12,2019-08-20 15:30:00,781991.258625227,7407593.75226345,NA,2019-08-21 07:10:00
"SDAU65","Pereskia aculeata",2,2019-08-21 07:57:00,781946.988716423,7407680.2730873,NA,2019-08-21 09:58:00
"SDAU66","Pereskia aculeata",3,2019-08-21 08:33:00,781843.688057078,7407638.13268038,NA,2019-08-21 10:03:00
"SDAU67","Celtis iguanaea",2,2019-08-21 09:01:00,781809.598943582,7407657.74625809,NA,2019-08-21 10:03:00
"SDAU68","Pereskia aculeata",4,2019-08-21 09:14:00,781804.507036714,7407674.79805808,NA,2019-08-21 10:27:00
"SDAU69","Pereskia aculeata",2,2019-08-21 09:14:00,781804.507036714,7407674.79805808,NA,2019-08-21 10:35:00
"SDAU70","Pereskia aculeata",4,2019-08-21 09:54:00,781746.103776557,7407728.45106886,NA,2019-08-21 10:51:00
"SDAU71","Pereskia aculeata",3,2019-08-21 10:13:00,781719.080221152,7407748.58876782,NA,2019-08-21 12:34:00
"SDAU72","Pereskia aculeata",2,2019-08-21 10:13:00,781719.080221152,7407748.58876782,NA,2019-08-21 12:36:00
"SDAU73","Pereskia aculeata",1,2019-08-21 10:18:00,781739.572187918,7407745.09375317,NA,2019-08-21 13:16:00
"SDAU74","Pereskia aculeata",3,2019-08-21 11:07:00,781640.797144416,7407928.75238745,NA,2019-08-21 14:11:00
"SDAU75","Pereskia aculeata",12,2019-08-21 11:07:00,781640.797144416,7407928.75238745,NA,2019-08-21 14:13:00
"SDAU76","Pereskia aculeata",4,2019-08-21 11:07:00,781640.797144416,7407928.75238745,NA,2019-08-21 14:15:00
"SDAU77","Pereskia aculeata",2,2019-08-21 11:56:00,781608.31201018,7408027.34635225,NA,2019-08-21 15:06:00
